skit,1
play
bg,black

m,I wake up in darkness.

m,"The space smells unfamiliar. It is large, cool, and more than anything else... Dark."

m,...

bg,room,fade,in
play,day,first

m,"Breathe in, breathe out."

m,"As my eyes adjust, outlines come into focus. At the same time, I'm struck with an odd feeling in the back of my head."

rin,(Something hard is pushing against my head...)

m,I stay on my back as I grope around with my hand.

m,"The texture reminds me of something. I must have touched it before..."

rin,(Is this...a peanut?)

cutin,rin_sleeping_on_peanuts

rin,(Am I sleeping on a peanut?)

m,"My pillow is long, with a round shape. It has a dent in the middle, a perfect fit for my head."

rin,(Peanuts aren't supposed to be this big...)

m,"But this texture is definitely a peanut shell. I can feel the countless narrow valleys running along its dry, hard surface."

m,"If I focus, I can feel the prick of each and every lumpy ridge in my head even while lying down..."

cutin
bg,room,quake,light
rin,OOOOOUCH!!!
m,My unwitting shriek echoes through the large space.

slide,moko,in,right
show,moko,surprised
moko,Ah. You're awake?

bg,room,quake,light
rin,Ack!

flash
show,moko,angry
moko,"Hey! You don't have to be that shocked. You look like you've seen a ghost."

rin,S-Sorry. I didn't think anyone else was around...

show,moko,surprised
moko,That so? I was by your side the whole time though.

moko,"And there are other people here too. Maybe it was too dark for you to see them..."

rin,Oh...

show,moko,worried
moko,"Did you have a nightmare or something? You let out quite a scream when you jumped up."

rin,Erm...

moko,"You looked so comfortable sleeping in that perfect bed I made for you."

rin,Huh?

show,moko,smile
moko,"It's your first time sleeping here, right? I gave you a pillow while you were asleep. I figured you'd need one."

moko,And I had something that was just the right fit.

flash
show,moko,smug
moko,"So? You got some good rest, right?"

rin,(So you're to blame for that peanut pillow!)

show,moko,worried
moko,"Hm? Wait, what's got you grinding your teeth?"

show,moko,confused
moko,"Nah... Don't answer. I already know. You're anxious, right? Since you're so tiny all of a sudden."

moko,"And Saeko just goes off who knows where. She told you to wait here too, right?"

rin,"Uh, yeah..."

moko,"This is just a desk drawer, y'know. Though it looks like a huge arena to us."

moko,"Normally, you'd put textbooks and pencil cases in here... So that means we're smaller than that."

moko,"To tell you the truth, I'm new here myself too. I only got here yesterday, so I understand how you feel."

show,moko,smug
moko,"Though getting a peek at how a cute girl lives is pretty exciting for me..."

rin,(What?)

show,moko,smile
moko,"Anyway. We're both new, so let's get along.  In a weird place like this, girls should stick together."

rin,"...?"

know,moko
show,moko,smile
moko,"My name's Moko. How about you?"

rin,"I'm Rin. And, uh, nice to meet you..."

moko,"Nice to meet you, Rinny."

# 日本語と会話の流れ変わってるので注意（日本語の命令2つぶんの検証を無視する）
test_ignore,2,0

# flash
# show,moko,surprised
rin,I don't think a cute nickname like that fits me...

flash
show,moko,thinking
moko,"Wait a second. Um, are you actually a..."

slide,taki,in,right
show,moko,thinking,taki,shadow
taki,"Moko, did you take the peanut?"

show,moko,surprised,taki,shadow
moko,Yup. What about it?

taki,"Ah... Sorry, there's something I forgot to tell you. Could you come over here for a moment?"

moko,"Sure, I guess..."

slide,taki,out,right
show,moko,worried,taki,shadow
moko,Dang. From the tone of his voice...

show,moko,worried
moko,I'm pretty sure I'm gonna get a scolding.

show,moko,smug
moko,"Hey, Rin. Could you help me out a bit?"

rin,Hm? Help you how?

moko,"I feel a bit scared, so I'm gonna hide in a corner. Could you get everyone's attention away from me?"

rin,"You're going to hide?
And how am I supposed to get people's attention?"

flash
show,moko,angry
moko,"Easy. Just talk to everyone. Introduce yourself to people and keep their eyes off me."

show,moko,smug
moko,Time for me to hide now! I'm counting on you!

slide,moko,out,left
show,moko,smug
m,Moko finishes speaking as quickly as she started...

show
m,...and disappears into the darkness with a dash.

rin,"(She really went and hid herself... I have no idea where she ran off to.)"

rin,"(But now, I can feel other people staring at me. There really are people other than Moko here.)"

skit,2
hide,moko
select
m,"Moko's asked me to talk to other people to keep her safe while she's hidden. I'm scared, but I'll give it a try. I can talk to everyone by selecting them."

label,2,taki
rin,Um...

flash
show,taki,surprised
taki,Hm?

rin,"(This is the voice of the man who spoke to Moko earlier!)"

rin,"(I don't know what he's like, but Moko was afraid he might be angry.)"

rin,"E-Er, it's nice to meet you. Um, w-would you mind if I talked to you for a little while?"

show,taki,smile
taki,Of course not. Why are you acting all stiff?

rin,"Er... Well, I'm..."

taki,"Ahaha, are you feeling nervous? Don't worry, you can relax. Take a few deep breaths."

taki,Breathe in...

rin,Mm...

taki,Breathe out...

rin,Haah...

show,taki,grin

taki,Breathe in...

rin,Mmmm...

taki,Breathe out...

rin,Haaaah...

show,taki,smile
taki,"Are you feeling a bit calmer now?
Want to do another cycle?"

rin,"I think I'm fine.
I do feel a bit calmer..."

taki,Great to hear. Your face looks less pale too.

know,taki
show,taki,grin
taki,"Wait, I haven't introduced myself. My name's Taki.
Nice to meet you, Rin."

rin,It's n-nice to meet you too.

if,187,talked_to,chio
rin,"(Wait, why does Taki know my name?
And same with Chio.)"
else,187
rin,"(Wait, why does Taki know my name?)"
end,187

flash
show,taki,surprised
taki,"Ah, you're wondering how I know your name."

rin,Ah...!

show,taki,smile
taki,"It's nothing special.
Saeko told us before you came here."

taki,"She said someone named Rin was coming, so we should be nice to you. She also let us know the rules."

rin,I see...

rin,"(That makes introductions easier. But what are the rules Saeko told him?)"

flash
show,taki,surprised
taki,"Ah. You want to know what the rules are, don't you?"

rin,...!

show,taki,determined
taki,"I'll explain after this. I wanted to tell Moko too, but..."

rin,(So that's why he called out to Moko earlier.)

flash
show,taki,smile
taki,"Exactly. I was going to tell her, but it looks like she thought I was angry, so she ran off to hide."

rin,"(Makes sense... But wait.
He seems nicer than I thought, which is good...)"

rin,"(But it's like he's reading everything on my mind.
It's nice not having to talk, but it's a bit scary.)"

flash
show,taki,grin
taki,"Ahaha, and now you're afraid because you think I'm reading your mind?"

rin,Eep!

rin,S-Sorry for thinking you're scary...

taki,"Ahaha... It's fine, I took it too far.
I'm sorry for frightening you."

show,taki,smile
taki,"Don't worry. I'm not a psychic or anything. I'm just slightly more perceptive of others than most."

taki,"I might have wanted to surprise you a little too. I'll try to keep it to myself in the future. You can relax."

rin,"(He'll keep it to himself? But that means he really is reading my mind, right?)"

flash
show,taki,grin
m,Taki just smiles widely without saying another word.

rin,(He really is a little scary...)

if,249,talked_to,chio
jump,next
else,249
jump,back
end,249

label,2,chio
play
m,"A woman is slumped against the wall. Her face is tilted down and looks exhausted."

rin,Excuse me...

flash
show,chio,surprised
chio,Oh!

m,"The woman's eyes flash wide open once she hears my voice."

play,day,sax
chio,...Rin?

m,A quiet voice slips out from her lips.

rin,...

if,288,talked_to,taki
else,288
rin,(Why does she know my name?)
end,288

rin,E-Er...

show,chio,confused
chio,"...Ah, sorry. I just happened to know your name. Like, I just happened to see your face...and...um..."

chio,"Your face just looks like it belongs to a Rin. Yeah..."

rin,(What is that supposed to mean?)

show,chio,confused
chio,"Anyway, I should introduce myself. Right. Introductions. Since it's the first time we've met. Yup..."

chio,...

show,chio,normal
chio,"Oh! I just thought of something fun.
Hey, Rin, do you know my name?"

rin,"Huh? Well... This is the first time we've met. There's no way for me to know."

show,chio,confused
chio,"Right, right, of course. Ha ha...ha..."

show,chio,normal
chio,"But just give it a guess. Anything's fine. Just say the first female name that comes to mind."

rin,What?

show,chio,normal
chio,"A-Anything's fine, really... Doesn't anything come up in your subconsciousness?"

rin,(My s-subconsciousness...?)

rin,(Hm...)

rin,...

rin,"No, sorry... Nothing comes up. I've lost my memories, so I don't remember anyone."

show,chio,normal
chio,Hmm...

show,chio,smile
chio,Really?

rin,(Why does she look happy about that?)

flash
know,chio
show,chio,smile
chio,"In that case, I'll start over.
My name's Chio. Nice to meet you, Rin."

rin,Right... It's nice to meet you too.

show,chio,normal
chio,"But you really couldn't think of even one girl's name when asked?"

flash
show,chio,smug
chio,You must be a virgin.

rin,A virgin?!

show,chio,surprised
chio,"Oh, don't mind me! I-I'm just talking to myself.
Forget what I said just now!"

rin,(I don't think I can forget that word that easily...)

if,326,talked_to,taki
jump,next
else,326
jump,back
end,326

skit,3
show
rin,(I'm finally done introducing myself to those two.)

rin,"(What should I do now? Moko told me to get their attention.)"

rin,(But she can't keep hiding forever.)

flash
show,moko,worried
moko,"Hey, did they seem angry?"

bg,room,quake,light
rin,ACK!

show,moko,angry
