skit,1
survivor,add,clara
item,add,cherry
bg,black
chio,...Rin.

rin,Mm...

chio,"Rin, wake up."

rin,Mmmmm...

chio,"Hey, Rin..."

rin,Mmmmmmmmm...

chio,"Rin, I said--WAKE UP!"

play,day,supervisor
rin,...............

rin,(Is that Chio's voice?)

rin,(She sounds worked up. That's unusual.)

bg,room,fade,in
m,I wake up and rub my eyes. The drawer looks the same as usual...

m,But Chio's face is right next to mine. She looks at me with an unusually serious expression.

show,chio,confused
chio,You finally woke up.

chio,"Sorry to wake you from your slumber, but we have a situation."

rin,What happened?
show,chio,tense
chio,"Well, maybe something irregular is a better way to put it."

chio,"I'll keep it short. A strange young woman's just joined us in the drawer, and she's sending out some really disconnected waves."

rin,Sending... What?

show,chio,confused
chio,I mean she's telling some real wild lies.

flash
chio,She says she knows you from before you came to Saeko's room.

rin,Huh?

m,My heart is pounding from the unexpected answer.

m,"A girl who knows the past me, from before I shrunk. If it's true, this could be a huge clue in helping me get my memories back."

rin,"Are you sure she's making it up? Sure, it's a huge coincidence, but you don't have to call her disconnected or whatever..."

show,chio,disgusted
chio,"No, that's not the end of it. Her lies are bigger than that."

chio,She's telling the worst lie she can to disrupt the morals of this drawer.

rin,Disrupting morals? But how...

chio,She is.

show,chio,tense
chio,"She says she knows you, but that's not all."

chio,She also says... Um... Well.

show,chio,confused
chio,...

rin,Just say it already.

chio,...

show,chio,tense
chio,"Fine. Rin, I'm going to tell you now, but you better not believe it."

show
m,"Chio closes her eyes and takes a few deep breaths, as if the knowledge is so horrible that she doesn't even want to put it into words."

show,chio,tense
chio,She says that...a long time ago...way before you shrunk...

flash
show,chio,tense
chio,She was your girlfriend.

rin,...!

skit,2
select
show
m,"A shocking development. The newest little person apparently dated me before I lost my memories. Chio says it's a lie, but I should hear what she has to say for myself."

label,2,clara
m,The newcomer is standing tall with her arms crossed in the middle of the drawer.

