skit,1
survivor,add,shimon
survivor,add,akari
item,add,tamagoyaki
item,add,clip
bg,room
m,"I have returned to the drawer, which has grown familiar to me. I lie on the bed and think."

m,Amnesia... What past have I forgotten?

m,"I squeeze my eyelids together and search my head for memories, thinking that if I wait..."

m,...maybe something...will come to me...

m,...

bg,room,fade,out
m,.....................

# 女の子＝クララ、いわゆる潜在意識に縮められる前の記憶が残っている。
# ただ、結局5日目には思い出すことができない。これは5日目の展開を予想外にするためのミスリード
bg,black
m,A girl is right by me.

m,"She looks to be the same height as me, or just a little shorter. For some reason, I just know that we're the same age."

m,"A shapeless shadow blocks her face from view. Strangely enough, just feeling her presence is enough to warm my heart."

m,"Suddenly, an autumn wind blows. Fallen leaves glide across the ground."

m,"The sunset above the hill is bright. The waves of the girl's long hair reflect the red light in vibrant, golden sparkles..."

bg,room,quake,heavy
show,shimon,bored
play,day,sax
shimon,"Heeey, are you still sleeping?
You better wake up sooooon!"

m,Somebody shouts in my ear and shakes my body violently.

m,"When I open my eyes, I am back in the usual cold drawer, but there is a man I haven't seen before right next to me."

show,shimon,boredsmile
shimon,*sigh* Finally up? How can you even sleep in a big place like this? Everyone can see you.

rin,Uh...

rin,"(I feel like I was in the middle of an important dream, but I can't remember any details...)"

show,shimon,confused
shimon,"Hellooo, are you listening? Chio, don't you think this kid's head is too far up in the clouds?"

show,chio,surprised,shimon,confused
chio,R-Really?

show,chio,confused,shimon,confused
chio,He's probably tired today after going out yesterday. You need to give him a bit of time after he wakes up.

show,shimon,disgusted
shimon,What? You think HE'S tired?

shimon,I just got dragged into here. The floor's hard and we have to share the bed--I'm exhausted just trying to get used to it all.

show,shimon,bored
shimon,But Mr. Supervisor's been here for ages. He should be used to sleeping side by side on this big mattress.

show,shimon,disgusted
shimon,I'm just saying--you should pop up and get to work already.

rin,Er...

show
m,I stretch out both arms and get up from the soft bed.

m,The man has already gone somewhere--maybe he's impatient. Only Chio remains.

show,chio,confused
chio,"Oh, Rin... G-Good morning. Sorry I couldn't give you a wake-up kiss today."

rin,(You've never given me one...)

show,chio,normal
chio,"I'm sure you can already tell, but our latest newcomer is pretty pushy."

chio,"I wanted to let you get some more rest in, since I know you must've had a hard time during yesterday's outing..."

show,chio,confused
chio,But we already woke you up. Sorry.

rin,...It's fine. Thank you for thinking of me. But why did he wake me up?

show,chio,normal
chio,"Oh, he said he had a request for the supervisor. A very urgent one."

show,chio,weaksmug
chio,"When you're ready, Rin, could you head over to him? I'll let you do whatever you want when you come back."

rin,You really don't need to...

skit,2
select
m,"A man I don't know woke me up in the middle of an important dream. It seems like he has a request for the supervisor. I'll go talk to the new guy, though I don't really want to."

label,2,shimon
m,"The man has his back slumped and one elbow on the wood-grain wall. He has messy hair and a striking smile, and he is wearing a simple jersey."

rin,"Um, hello..."

show,shimon,boredsmile
shimon,"Oh, you're finally awake. I thought you were going to sleep forever."

rin,...

show,shimon,confident
shimon,In a bad mood already? Hope you won't be too harsh on me. I have a good reason to be in a hurry.

rin,What is it?

show,shimon,boredsmile
shimon,"Just to check--you really are the supervisor, right?"

rin,"...Yeah, though I've only been here a few days myself."

show,shimon,normal
shimon,"Hm. You'll help me out then, Supe? I heard you're the one to talk to 'round here if anybody needs a hand."

flash
show,shimon,boredsmile
shimon,Maybe you can pull off a few simple magic tricks?

rin,Magic?

rin,I can't do anything like that. All I can do is give you things that are inside this drawer.

show,shimon,confusedsmile
shimon,Hmph... That's not much.

rin,...

m,"The task of giving someone something has a much heavier meaning here, but I probably shouldn't say that now."

rin,Um... Could I ask for your name? Mine's Rin.

know,shimon
show,shimon,smile
shimon,"Oh, right. I'm Shimon. What do you think? Sounds cool and intellectual, right?"

rin,(Does it...?)

show,shimon,boredsmile
shimon,What's with that face? It's a perfect name for a cool and intellectual guy like me.

rin,(I feel like people who call themselves intellectual actually aren't very...)

rin,"What did you need help with? That's why you woke me up, isn't it?"

show,shimon,confusedsmile
shimon,"Ah, that."

shimon,"To keep it short, I want something to write with. Pen, keyboard--anything's fine."

rin,Oh... We probably don't have anything like that here. I've been wanting something to write notes on too.

# ワープロは2000年代には消えてて、実際ここで言ってるのはパソコン。
# ただ、この年代だと、シモンのように詳しくない人の中にはパソコンをワープロと呼ぶ人もいた（気がする）
show,shimon,normal
shimon,"Hmph. Not even a cell phone? I can type as fast as a teenage girl, so I don't need a full-on word processor or anything."

rin,"Nope, not even a cell phone."

if,110,survived,yui
rin,"I made something for Yui before, but it's just two cups and a string, so it can't really type."
else,110
rin,"I made something for someone named Yui before, but it's just two cups and a string, so it can't really type."
end,110

flash
show,shimon,confused
shimon,"*sigh* You serious, Supervisor? What's even the point of that?"

rin,...

shimon,"I don't want to cause trouble for you, really. If I were just a regular guy, I'd give up here."

show,shimon,confusedsmile
shimon,"But I'm a special guy, see. Real busy. Lots to do. So my time's just more important than other people's."

show,shimon,smile
shimon,"So, now that you know that I'm special... Still no pen or keyboard?"

rin,"Uh, yeah, still none. I'd have handed them over already if I had them."

show,shimon,normal
shimon,"So, you aren't just keeping them out of the hands of the plebes."

rin,Yeah...

rin,...

rin,"You keep saying you're special, Shimon, but what specifically is so special about you?"

show,shimon,confident
m,"As soon as I ask the question, Shimon peers into my eyes. His nostrils flare and his eyes glitter brightly."

shimon,"Oh, so you want to know? You're curious, eh?"

rin,"Uh... To be honest, I don't really--"

flash
shimon,"I'm an author. It's an extremely intellectual and respectable profession. Surprised, right?"

rin,Er...

show,shimon,boredsmile
shimon,"When you think of an author in your head, I'm sure you envision somebody paler and frailer."

shimon,"But a guy like me? Who's cool and athletic and smart and creative? If authors like me were just walking around, you'd..."

rin,You'd...what?

flash
show,shimon,confident
shimon,"You'd piss your pants, I'm sure."

rin,(What a choice of words...)

show,shimon,normal
shimon,"But why's everyone here such a downer? Just look. I tried talking to that woman there earlier, but she didn't even respond."

rin,Which woman?

