skit,1
bg,black
survivor,add,yui
item,add,pineapple
m,I look around the drawer.

bg,room,fade,in
m,A tall ceiling and windowless wood-grain walls. Various items tower over me like art sculptures.

m,"I'm used to this scenery now, but something feels off..."

rin,(...Is it because Maru's no longer here?)

play,day,supervisor
show,chio,normal
chio,Hey. Rin?

rin,Ah...

chio,Are you okay? Why do you keep looking around?

flash
show,chio,weaksmug
chio,...Looking for a cute girl?

rin,That's not it... I was just thinking about Maru.

show,chio,normal
chio,"Oh, the boy from yesterday. It makes sense he's on your mind."

flash
show,chio,smile
chio,"...He was really interesting, after all."

rin,Interesting...?

show,chio,confused
chio,"Ah, sorry. I should've put it a different way."

chio,I sometimes look forward to seeing how the people here react to things.

chio,...Maybe that's just me.

rin,Maybe...

show
m,I recall how disturbed Maru had looked after drinking milk yesterday.

show,chio,normal
chio,I might've been here for too long. I feel like I'm used to it all now.

chio,People come and go. I don't think much of it now...but I must have cared more in the beginning.

show,chio,smile
chio,But you shouldn't stress out so much. Just...enjoy making the choice.

rin,How could I enjoy...

show,chio,normal
chio,"Of course, you shouldn't do anything that makes Saeko angry, but besides that, nothing's off-limits."

chio,Responsibility? Guilt? No need for negative stuff like that.

show,chio,smile
chio,"Saeko's the one who told you to do this, and you're just following her orders. Okay?"

rin,...

show
m,"I look around the drawer, unsure of what to say. Then, I notice somebody that hadn't been here yesterday."

rin,There's someone new. Another person joined us today...

m,I peer at her from afar. She seems ill at ease as she observes her surroundings.

rin,"She looks troubled. Chio, is it okay if I go check on her?"

show,chio,surprised
chio,"What, you're going already? ...Guess you don't need my comforting embrace today?"

m,"Memories of yesterday flood my mind, and my face heats up."

show,chio,smug
chio,"Aw, look at you getting all flustered... You're so young. I bet you want it every day."

chio,You don't need to hold back. Jump right into my arms!

rin,...

show
m,"I turn on my heels and walk away from Chio. I hear her shouting from behind me, telling me to stop..."

skit,2
select
m,"A new little person has taken Maru's place in the drawer. I'm conflicted about it, but I should at least say hi, since she looks troubled."

label,2,yui
play
m,"The newcomer wears a suit and stands deep within the drawer. When I approach, she looks at me with a bright smile."

show,yui,surprised
yui,Thank goodness!

rin,Huh?

play,day,house
show,yui,smile
yui,"Oh, right. I should say hi first. Hi!"

show,yui,confused
yui,I hate the dark. I was so worried that I'd gotten into some place I shouldn't have.

show,yui,smile
yui,"But I feel better now that I know somebody else is here too. Hehe, nice to meet you."

know,yui
show,yui,weaksmile
yui,"My name's Yui, by the way. What's yours, if you don't mind me asking?"

rin,Er... I'm Rin. Nice to meet you.

show,yui,smile
yui,"Rin, huh? Nice name!"

show,yui,weaksmile
yui,"I know we've just met, but could you help me out? There's something on my mind."

rin,Of course. What is it?

show,yui,confused
yui,"I lost my phone. I had it in my work bag, but that's gone too..."

show,yui,sad
yui,"I didn't let the office know I'd be taking the day off, so I'm really worried! And there's my li'l Mr. Pet too..."

rin,(Mr. Pet?)

show,yui,weaksmile
yui,"Ah, sorry. Slip of the tongue! Don't worry about it."

show,yui,smile
yui,So? Do you have a phone?

rin,Hm...

rin,I don't think so. I don't think anyone else has one either... Sorry I can't help.

show,yui,confused
yui,Aww... Guess that makes sense.

yui,"I asked Saeko last night, actually. When I got here. Wanted her to call work for me."

yui,But she flat-out refused.

show,yui,serious
yui,"Told me the whole world was having reception issues, so no phones were working. Can you believe her?"

rin,Uh...

show,yui,weaksmile
yui,Though I guess we're all little now. A world with no reception could be a thing.

show,yui,confused
yui,Haaah... I still have the key box too. Everyone must be so worried right now.

rin,"Um, could I help you with anything else? I'm actually the supervisor of this drawer."

show,yui,smile
yui,"Wow, the supervisor? Sounds pretty awesome."

show,yui,weaksmile
yui,"Help, huh? Hmmm..."

show,yui,smile
yui,Oh! Could you make me a phone?

rin,Make a...phone?

yui,"Yup. Since there's no phone in this drawer, you can just make one for me! That'd help everyone out."

rin,B-But how am I supposed to do that?

show,yui,surprised
yui,"Well, you can just..."

show,yui,serious
yui,Hmmmm...

flash
show,yui,smile
yui,No idea!

rin,...

